metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Math-68	5.0	5.0	6.0	6.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	14.0	13.0	1.0	1.0	1.0	5.0	10.0	10.0	13.0	10.0	4.0	5.0	13.0	18.0	4.0	5.0	9.0	10.0	
Math-69	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	5.0	14.0	1.0	2.0	3.0	2.0	121.0	113.0	7.0	115.0	36.0	36.0	10.0	2.0	36.0	36.0	109.0	118.0	
Math-70	1.0	1.0	1.0	1.0	1.0	9.0	9.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	36.0	35.0	1.0	35.0	10.0	9.0	1.0	1.0	9.0	9.0	33.0	35.0	
Math-71	1.0	1.0	1.0	1.0	39.0	1.0	1.0	1.0	37.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	113.0	112.0	1.0	112.0	66.0	65.0	1.0	1.0	65.0	65.0	110.0	112.0	
Math-72	1.0	1.0	1.0	1.0	1.0	16.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.0	48.0	1.0	48.0	16.0	16.0	1.0	1.0	16.0	16.0	46.0	48.0	
Math-73	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-8.0	C-8.0	C-1.0	C-8.0	C-7.0	C-7.0	C-1.0	C-1.0	C-7.0	C-7.0	C-8.0	C-8.0	
Math-74	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	1.0	28.0	12.0	10.0	1.0	1.0	2.0	28.0	115.0	112.0	12.0	112.0	68.0	68.0	12.0	12.0	68.0	68.0	111.0	112.0	
Math-75	1.0	1.0	1.0	1.0	1.0	14.0	14.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	15.0	14.0	1.0	14.0	11.0	10.0	1.0	1.0	10.0	10.0	12.0	14.0	
Math-76	5.0	5.0	6.0	6.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	5.0	3.0	1.0	1.0	3.0	5.0	125.0	118.0	4.0	120.0	54.0	45.0	3.0	8.0	54.0	45.0	113.0	123.0	
Math-77	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	116.0	115.0	1.0	115.0	17.0	16.0	1.0	1.0	16.0	16.0	113.0	115.0	
Math-78	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-1.0	C-9.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-9.0	C-21.0	C-20.0	C-1.0	C-20.0	C-17.0	C-17.0	C-1.0	C-2.0	C-17.0	C-17.0	C-19.0	C-20.0	
Math-79	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	7.0	9.0	1.0	2.0	4.0	3.0	27.0	24.0	7.0	24.0	3.0	3.0	7.0	4.0	3.0	3.0	22.0	24.0	
Math-80	1.0	1.0	1.0	1.0	1.0	43.0	43.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	124.0	123.0	1.0	123.0	44.0	43.0	1.0	1.0	43.0	43.0	121.0	123.0	
Math-81	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	77.0	74.0	3.0	74.0	25.0	25.0	3.0	1.0	25.0	25.0	72.0	74.0	
Math-82	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	6.0	20.0	22.0	1.0	2.0	7.0	6.0	85.0	82.0	20.0	82.0	23.0	23.0	20.0	17.0	23.0	23.0	80.0	82.0	
Math-83	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	15.0	17.0	1.0	2.0	5.0	4.0	80.0	77.0	15.0	77.0	20.0	20.0	15.0	12.0	20.0	20.0	75.0	77.0	
Math-84	2.0	2.0	2.0	2.0	9.0	4.0	6.0	2.0	9.0	2.0	3.0	5.0	6.0	2.0	2.0	3.0	2.0	33.0	31.0	4.0	31.0	22.0	22.0	4.0	2.0	23.0	21.0	29.0	30.0	
Math-85	11.0	11.0	11.0	11.0	11.0	10.0	10.0	11.0	11.0	12.0	11.0	25.0	28.0	1.0	2.0	12.0	11.0	54.0	52.0	25.0	52.0	18.0	18.0	25.0	24.0	18.0	18.0	50.0	52.0	
Math-86	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	65.0	55.0	1.0	57.0	21.0	23.0	1.0	1.0	20.0	23.0	52.0	60.0	
Math-87	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	9.0	8.0	23.0	25.0	1.0	2.0	9.0	8.0	70.0	67.0	23.0	67.0	21.0	21.0	23.0	20.0	21.0	21.0	65.0	67.0	
Math-88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	80.0	77.0	4.0	77.0	26.0	26.0	4.0	1.0	26.0	26.0	75.0	77.0	
Math-89	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	11.0	11.0	2.0	11.0	1.0	1.0	2.0	1.0	1.0	1.0	9.0	11.0	
Math-90	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	13.0	10.0	5.0	10.0	1.0	1.0	5.0	2.0	1.0	1.0	8.0	10.0	
Math-91	1.0	1.0	1.0	1.0	1.0	7.0	7.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	39.0	38.0	1.0	38.0	8.0	7.0	1.0	1.0	7.0	7.0	36.0	38.0	
Math-92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	17.0	16.0	2.0	16.0	4.0	4.0	2.0	1.0	4.0	4.0	15.0	16.0	
Math-93	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	23.0	20.0	3.0	20.0	1.0	1.0	3.0	2.0	1.0	1.0	18.0	20.0	
Math-94	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	21.0	21.0	1.0	2.0	5.0	4.0	3.0	2.0	21.0	2.0	1.0	1.0	21.0	20.0	1.0	1.0	2.0	2.0	
Math-95	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	77.0	74.0	5.0	74.0	21.0	21.0	5.0	2.0	21.0	21.0	72.0	74.0	
Math-96	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	25.0	26.0	1.0	2.0	5.0	4.0	10.0	9.0	25.0	9.0	7.0	7.0	25.0	24.0	7.0	7.0	8.0	9.0	
Math-97	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	30.0	30.0	1.0	2.0	8.0	7.0	12.0	11.0	30.0	11.0	8.0	8.0	30.0	29.0	8.0	8.0	11.0	11.0	
Math-98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	47.0	44.0	4.0	44.0	10.0	10.0	4.0	1.0	10.0	10.0	41.0	44.0	
Math-99	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	6.0	7.0	1.0	7.0	5.0	1.0	1.0	1.0	5.0	1.0	7.0	7.0	
Math-100	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	49.0	49.0	2.0	49.0	29.0	29.0	2.0	2.0	29.0	29.0	47.0	49.0	
Math-101	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	4.0	11.0	16.0	1.0	2.0	5.0	4.0	9.0	2.0	12.0	5.0	2.0	2.0	16.0	9.0	2.0	2.0	2.0	7.0	
Math-102	8.0	9.0	9.0	10.0	7.0	6.0	6.0	8.0	7.0	33.0	8.0	7.0	66.0	1.0	6.0	33.0	9.0	87.0	29.0	40.0	51.0	12.0	35.0	64.0	7.0	12.0	36.0	28.0	86.0	
Math-103	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	5.0	4.0	9.0	12.0	1.0	2.0	5.0	4.0	33.0	31.0	9.0	31.0	17.0	17.0	9.0	8.0	17.0	17.0	29.0	31.0	
Math-104	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-2.0	
Math-105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	5.0	1.0	2.0	1.0	1.0	5.0	4.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	
Math-106	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-4.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
