metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Lang-1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	7.0	1.0	2.0	2.0	1.0	28.0	25.0	5.0	25.0	8.0	8.0	5.0	2.0	8.0	8.0	23.0	25.0	
Lang-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Lang-3	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	3.0	23.0	25.0	3.0	25.0	9.0	9.0	3.0	5.0	9.0	9.0	23.0	25.0	
Lang-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	12.0	15.0	1.0	2.0	3.0	2.0	6.0	1.0	12.0	1.0	1.0	1.0	12.0	9.0	1.0	1.0	1.0	1.0	
Lang-5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0	8.0	8.0	1.0	2.0	4.0	3.0	5.0	1.0	8.0	1.0	1.0	1.0	8.0	4.0	1.0	1.0	1.0	1.0	
Lang-6	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	10.0	9.0	35.0	35.0	1.0	2.0	10.0	9.0	17.0	16.0	35.0	16.0	7.0	7.0	35.0	34.0	7.0	7.0	16.0	16.0	
Lang-7	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	30.0	27.0	3.0	27.0	13.0	13.0	3.0	2.0	13.0	13.0	25.0	27.0	
Lang-8	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-4.0	C-4.0	C-5.0	C-5.0	C-1.0	C-5.0	C-3.0	C-1.0	C-1.0	C-1.0	C-3.0	C-5.0	C-4.0	C-5.0	C-1.0	C-5.0	C-5.0	C-5.0	C-1.0	C-5.0	C-5.0	C-5.0	C-5.0	C-7.0	
Lang-9	12.0	15.0	14.0	15.0	9.0	12.0	21.0	12.0	17.0	15.0	3.0	17.0	28.0	1.0	3.0	15.0	3.0	56.0	44.0	20.0	47.0	9.0	20.0	24.0	13.0	9.0	20.0	41.0	51.0	
Lang-10	10.0	10.0	9.0	10.0	7.0	10.0	13.0	10.0	9.0	17.0	5.0	23.0	34.0	1.0	3.0	17.0	5.0	27.0	3.0	25.0	3.0	3.0	14.0	27.0	17.0	3.0	14.0	3.0	17.0	
Lang-11	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-12	2.0	3.0	3.0	4.0	2.0	2.0	2.0	2.0	3.0	6.0	2.0	2.0	7.0	1.0	3.0	2.0	4.0	6.0	1.0	5.0	1.0	5.0	1.0	6.0	2.0	1.0	4.0	1.0	5.0	
Lang-13	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	17.0	18.0	1.0	2.0	3.0	2.0	8.0	6.0	17.0	6.0	1.0	1.0	17.0	15.0	1.0	1.0	5.0	6.0	
Lang-15	4.0	4.0	4.0	4.0	3.0	2.0	2.0	4.0	3.0	4.0	4.0	4.0	8.0	1.0	2.0	6.0	5.0	65.0	58.0	6.0	61.0	32.0	33.0	5.0	3.0	25.0	32.0	53.0	62.0	
Lang-16	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	31.0	28.0	5.0	28.0	8.0	8.0	5.0	2.0	8.0	8.0	26.0	28.0	
Lang-17	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	1.0	9.0	27.0	26.0	1.0	1.0	2.0	9.0	2.0	2.0	27.0	2.0	2.0	2.0	27.0	26.0	2.0	2.0	2.0	2.0	
Lang-18	20.0	20.0	20.0	20.0	20.0	19.0	19.0	20.0	20.0	21.0	20.0	37.0	38.0	1.0	2.0	21.0	20.0	2.0	2.0	37.0	2.0	2.0	2.0	37.0	38.0	2.0	2.0	2.0	2.0	
Lang-19	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	1.0	6.0	7.0	4.0	1.0	1.0	3.0	6.0	12.0	2.0	6.0	6.0	2.0	2.0	5.0	6.0	2.0	2.0	2.0	11.0	
Lang-20	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	6.0	2.0	2.0	3.0	2.0	20.0	18.0	3.0	17.0	1.0	1.0	3.0	3.0	2.0	1.0	16.0	17.0	
Lang-21	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-22	3.0	4.0	4.0	5.0	2.0	3.0	5.0	3.0	2.0	10.0	5.0	10.0	17.0	1.0	3.0	10.0	5.0	13.0	1.0	16.0	1.0	1.0	4.0	16.0	4.0	1.0	5.0	1.0	6.0	
Lang-23	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-27.0	C-26.0	C-1.0	C-26.0	C-5.0	C-5.0	C-1.0	C-1.0	C-5.0	C-5.0	C-24.0	C-26.0	
Lang-24	1.0	1.0	1.0	1.0	1.0	11.0	11.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	28.0	27.0	1.0	27.0	12.0	11.0	1.0	1.0	11.0	11.0	25.0	27.0	
Lang-25	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-26	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	8.0	7.0	20.0	21.0	1.0	2.0	8.0	7.0	3.0	1.0	20.0	1.0	1.0	1.0	20.0	19.0	1.0	1.0	1.0	1.0	
Lang-27	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	26.0	24.0	3.0	24.0	11.0	10.0	3.0	2.0	10.0	10.0	22.0	24.0	
Lang-28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	4.0	6.0	1.0	2.0	3.0	2.0	18.0	16.0	4.0	16.0	8.0	8.0	4.0	2.0	8.0	8.0	13.0	16.0	
Lang-29	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-30	1.0	1.0	2.0	2.0	4.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	3.0	3.0	1.0	2.0	2.0	22.0	10.0	3.0	20.0	4.0	1.0	3.0	1.0	4.0	1.0	4.0	19.0	
Lang-31	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	13.0	1.0	3.0	3.0	2.0	28.0	20.0	7.0	22.0	4.0	4.0	9.0	1.0	4.0	5.0	16.0	25.0	
Lang-32	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	10.0	13.0	1.0	2.0	4.0	3.0	1.0	1.0	10.0	1.0	1.0	1.0	10.0	8.0	1.0	1.0	1.0	1.0	
Lang-33	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	25.0	24.0	1.0	24.0	4.0	3.0	1.0	1.0	3.0	3.0	22.0	24.0	
Lang-34	16.0	16.0	18.0	44.0	2.0	14.0	16.0	16.0	14.0	51.0	16.0	4.0	70.0	1.0	19.0	51.0	19.0	79.0	13.0	64.0	13.0	13.0	44.0	69.0	3.0	13.0	47.0	13.0	78.0	
Lang-35	1.0	1.0	1.0	1.0	1.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	22.0	1.0	22.0	4.0	5.0	1.0	1.0	5.0	5.0	20.0	22.0	
Lang-36	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	5.0	2.0	2.0	12.0	1.0	3.0	2.0	3.0	26.0	21.0	3.0	23.0	12.0	10.0	6.0	2.0	9.0	11.0	16.0	25.0	
Lang-37	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	17.0	14.0	5.0	14.0	1.0	1.0	5.0	2.0	1.0	1.0	12.0	14.0	
Lang-38	1.0	1.0	1.0	1.0	1.0	14.0	14.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	33.0	32.0	1.0	32.0	15.0	14.0	1.0	1.0	14.0	14.0	30.0	32.0	
Lang-39	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	17.0	15.0	3.0	15.0	2.0	1.0	3.0	2.0	1.0	1.0	13.0	15.0	
Lang-40	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	21.0	19.0	3.0	19.0	4.0	3.0	3.0	1.0	3.0	3.0	17.0	19.0	
Lang-41	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	9.0	11.0	2.0	2.0	5.0	4.0	1.0	1.0	9.0	1.0	1.0	1.0	9.0	7.0	1.0	1.0	1.0	1.0	
Lang-42	8.0	8.0	2.0	2.0	8.0	8.0	4.0	8.0	8.0	3.0	8.0	12.0	8.0	3.0	2.0	3.0	8.0	20.0	23.0	6.0	23.0	14.0	8.0	6.0	9.0	14.0	8.0	21.0	17.0	
Lang-43	
Lang-44	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	5.0	1.0	2.0	2.0	1.0	5.0	2.0	4.0	2.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	
Lang-45	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-8.0	C-8.0	C-1.0	C-8.0	C-2.0	C-3.0	C-1.0	C-1.0	C-3.0	C-3.0	C-8.0	C-8.0	
Lang-46	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	11.0	8.0	2.0	8.0	2.0	2.0	2.0	1.0	2.0	2.0	6.0	8.0	
Lang-47	2.0	2.0	2.0	2.0	6.0	2.0	2.0	2.0	5.0	2.0	2.0	5.0	6.0	2.0	2.0	2.0	2.0	60.0	58.0	4.0	58.0	6.0	5.0	4.0	2.0	6.0	5.0	56.0	57.0	
Lang-48	6.0	5.0	6.0	6.0	26.0	6.0	6.0	6.0	5.0	1.0	6.0	26.0	25.0	2.0	1.0	2.0	6.0	1.0	1.0	26.0	1.0	5.0	6.0	26.0	26.0	6.0	6.0	2.0	1.0	
Lang-49	1.0	1.0	1.0	1.0	1.0	7.0	7.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	14.0	13.0	1.0	13.0	7.0	6.0	1.0	1.0	6.0	6.0	11.0	13.0	
Lang-50	3.0	3.0	1.0	1.0	9.0	3.0	3.0	3.0	5.0	2.0	4.0	4.0	4.0	2.0	2.0	3.0	1.0	14.0	17.0	1.0	16.0	8.0	8.0	1.0	5.0	10.0	3.0	15.0	13.0	
Lang-51	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Lang-52	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-5.0	C-5.0	C-1.0	C-5.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-5.0	C-5.0	
Lang-53	6.0	5.0	6.0	6.0	10.0	6.0	6.0	6.0	5.0	1.0	5.0	8.0	6.0	2.0	1.0	2.0	5.0	2.0	3.0	8.0	3.0	4.0	5.0	8.0	9.0	5.0	5.0	5.0	3.0	
Lang-54	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	4.0	4.0	1.0	2.0	3.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	
Lang-55	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	2.0	5.0	5.0	1.0	2.0	3.0	2.0	5.0	2.0	5.0	2.0	2.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	
Lang-56	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-1.0	C-6.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-6.0	C-11.0	C-7.0	C-1.0	C-7.0	C-5.0	C-5.0	C-1.0	C-2.0	C-5.0	C-5.0	C-5.0	C-7.0	
Lang-57	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	1.0	2.0	1.0	1.0	5.0	1.0	1.0	4.0	2.0	1.0	5.0	1.0	1.0	1.0	1.0	5.0	
Lang-58	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-2.0	
Lang-59	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	46.0	43.0	4.0	43.0	3.0	3.0	4.0	1.0	3.0	3.0	41.0	43.0	
Lang-60	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	1.0	47.0	48.0	3.0	48.0	9.0	9.0	3.0	1.0	9.0	9.0	48.0	48.0	
Lang-61	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	7.0	15.0	1.0	3.0	3.0	2.0	56.0	47.0	10.0	49.0	7.0	7.0	12.0	3.0	7.0	7.0	44.0	52.0	
Lang-62	10.0	9.0	10.0	10.0	11.0	10.0	10.0	10.0	8.0	1.0	10.0	8.0	2.0	4.0	1.0	2.0	10.0	7.0	15.0	2.0	15.0	8.0	10.0	2.0	9.0	10.0	10.0	16.0	9.0	
Lang-63	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	23.0	20.0	1.0	20.0	9.0	9.0	1.0	1.0	9.0	9.0	18.0	20.0	
Lang-64	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	17.0	1.0	2.0	2.0	1.0	31.0	20.0	6.0	26.0	8.0	8.0	12.0	1.0	8.0	8.0	15.0	31.0	
Lang-65	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	6.0	7.0	1.0	2.0	3.0	2.0	4.0	2.0	6.0	2.0	1.0	1.0	6.0	4.0	1.0	1.0	1.0	2.0	
Chart-1	9.0	9.0	9.0	9.0	9.0	8.0	8.0	9.0	9.0	10.0	9.0	46.0	49.0	1.0	2.0	10.0	9.0	173.0	170.0	46.0	170.0	59.0	59.0	46.0	44.0	59.0	59.0	168.0	170.0	
Chart-2	13.0	15.0	9.0	9.0	32.0	14.0	15.0	13.0	28.0	1.0	15.0	16.0	13.0	2.0	1.0	5.0	15.0	77.0	78.0	15.0	78.0	27.0	19.0	14.0	15.0	29.0	19.0	78.0	78.0	
Chart-3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	54.0	51.0	4.0	51.0	18.0	18.0	4.0	1.0	18.0	18.0	49.0	51.0	
Chart-4	17.0	17.0	26.0	51.0	8.0	15.0	8.0	17.0	8.0	174.0	17.0	9.0	340.0	1.0	14.0	170.0	25.0	398.0	67.0	142.0	261.0	89.0	233.0	340.0	9.0	85.0	241.0	67.0	398.0	
Chart-5	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	7.0	9.0	1.0	2.0	4.0	3.0	43.0	40.0	7.0	40.0	11.0	11.0	7.0	4.0	11.0	11.0	38.0	40.0	
Chart-6	12.0	13.0	15.0	17.0	4.0	12.0	17.0	12.0	4.0	18.0	11.0	60.0	61.0	1.0	3.0	18.0	11.0	14.0	14.0	60.0	14.0	11.0	17.0	60.0	61.0	11.0	17.0	14.0	14.0	
Chart-7	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	15.0	17.0	1.0	2.0	5.0	4.0	41.0	38.0	15.0	38.0	14.0	14.0	15.0	12.0	14.0	14.0	36.0	38.0	
Chart-8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	12.0	9.0	5.0	9.0	4.0	4.0	5.0	2.0	4.0	4.0	7.0	9.0	
Chart-9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	67.0	65.0	3.0	65.0	31.0	30.0	3.0	1.0	30.0	30.0	63.0	65.0	
Chart-10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Chart-11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	6.0	6.0	1.0	2.0	3.0	2.0	11.0	10.0	6.0	10.0	1.0	1.0	6.0	5.0	1.0	1.0	10.0	10.0	
Chart-12	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	6.0	9.0	1.0	2.0	4.0	3.0	144.0	141.0	6.0	141.0	48.0	48.0	6.0	4.0	48.0	48.0	139.0	141.0	
Chart-13	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-28.0	C-27.0	C-1.0	C-27.0	C-14.0	C-14.0	C-1.0	C-1.0	C-14.0	C-14.0	C-26.0	C-27.0	
Chart-14	1.0	1.0	1.0	1.0	35.0	2.0	5.0	1.0	35.0	2.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	159.0	158.0	1.0	158.0	40.0	39.0	1.0	1.0	39.0	39.0	156.0	158.0	
Chart-15	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	3.0	4.0	3.0	1.0	1.0	3.0	3.0	189.0	191.0	4.0	191.0	66.0	66.0	4.0	3.0	66.0	66.0	189.0	191.0	
Chart-16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	22.0	11.0	1.0	18.0	13.0	12.0	1.0	1.0	6.0	7.0	9.0	23.0	
Chart-17	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	73.0	70.0	5.0	70.0	18.0	18.0	5.0	2.0	18.0	18.0	68.0	70.0	
Chart-18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	10.0	1.0	3.0	1.0	2.0	54.0	40.0	1.0	52.0	24.0	22.0	5.0	1.0	18.0	23.0	34.0	53.0	
Chart-19	1.0	1.0	1.0	1.0	62.0	1.0	2.0	1.0	60.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	155.0	154.0	1.0	154.0	67.0	66.0	1.0	1.0	66.0	66.0	152.0	154.0	
Chart-20	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	41.0	41.0	1.0	2.0	6.0	5.0	14.0	14.0	41.0	14.0	7.0	7.0	41.0	41.0	7.0	7.0	14.0	14.0	
Chart-21	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	50.0	48.0	3.0	48.0	24.0	23.0	3.0	2.0	23.0	23.0	46.0	48.0	
Chart-22	1.0	1.0	1.0	1.0	12.0	4.0	2.0	1.0	5.0	2.0	2.0	8.0	4.0	5.0	2.0	1.0	1.0	19.0	20.0	1.0	23.0	18.0	18.0	1.0	11.0	13.0	10.0	17.0	21.0	
Chart-23	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-147.0	C-144.0	C-1.0	C-144.0	C-30.0	C-30.0	C-1.0	C-1.0	C-30.0	C-30.0	C-142.0	C-144.0	
Chart-24	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	6.0	5.0	1.0	5.0	4.0	3.0	1.0	1.0	3.0	3.0	3.0	5.0	
Chart-25	4.0	4.0	1.0	1.0	149.0	8.0	60.0	4.0	148.0	2.0	5.0	10.0	8.0	2.0	3.0	4.0	1.0	252.0	262.0	1.0	264.0	162.0	164.0	4.0	14.0	163.0	157.0	258.0	256.0	
Chart-26	3.0	3.0	8.0	19.0	3.0	2.0	2.0	3.0	3.0	227.0	3.0	3.0	354.0	1.0	22.0	3.0	25.0	462.0	111.0	28.0	432.0	387.0	364.0	353.0	3.0	163.0	386.0	111.0	461.0	
Time-1	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	8.0	11.0	1.0	2.0	3.0	2.0	308.0	306.0	8.0	306.0	118.0	118.0	8.0	6.0	118.0	118.0	305.0	306.0	
Time-2	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	8.0	8.0	1.0	1.0	2.0	2.0	386.0	384.0	8.0	384.0	254.0	254.0	8.0	5.0	254.0	254.0	382.0	384.0	
Time-3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	516.0	490.0	2.0	511.0	246.0	247.0	2.0	1.0	244.0	246.0	480.0	518.0	
Time-4	9.0	9.0	9.0	9.0	9.0	8.0	8.0	9.0	9.0	10.0	9.0	33.0	36.0	1.0	2.0	10.0	9.0	574.0	571.0	33.0	571.0	264.0	264.0	33.0	31.0	264.0	264.0	569.0	571.0	
Time-5	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	4.0	11.0	1.0	1.0	2.0	2.0	443.0	434.0	13.0	442.0	128.0	151.0	12.0	2.0	124.0	151.0	427.0	448.0	
Time-6	C-4.0	C-4.0	C-5.0	C-5.0	C-4.0	C-3.0	C-2.0	C-4.0	C-4.0	C-1.0	C-4.0	C-3.0	C-1.0	C-1.0	C-1.0	C-5.0	C-5.0	C-129.0	C-121.0	C-1.0	C-122.0	C-72.0	C-11.0	C-1.0	C-2.0	C-72.0	C-11.0	C-117.0	C-127.0	
Time-7	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	6.0	3.0	25.0	34.0	1.0	3.0	6.0	3.0	605.0	596.0	27.0	598.0	329.0	331.0	30.0	21.0	329.0	331.0	592.0	601.0	
Time-8	9.0	9.0	9.0	9.0	9.0	8.0	8.0	9.0	9.0	1.0	9.0	7.0	8.0	1.0	1.0	3.0	9.0	273.0	272.0	7.0	272.0	53.0	53.0	7.0	8.0	53.0	53.0	270.0	272.0	
Time-9	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	8.0	11.0	1.0	2.0	4.0	3.0	268.0	267.0	8.0	267.0	54.0	54.0	8.0	6.0	54.0	54.0	266.0	267.0	
Time-10	2.0	3.0	4.0	5.0	2.0	2.0	2.0	2.0	2.0	16.0	2.0	13.0	24.0	1.0	3.0	14.0	3.0	602.0	592.0	18.0	594.0	234.0	244.0	20.0	9.0	232.0	245.0	588.0	599.0	
Time-11	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	6.0	9.0	1.0	2.0	4.0	3.0	447.0	444.0	6.0	444.0	162.0	162.0	6.0	4.0	162.0	162.0	442.0	444.0	
Time-12	2.0	2.0	1.0	1.0	231.0	8.0	19.0	2.0	163.0	2.0	3.0	3.0	9.0	3.0	2.0	1.0	1.0	494.0	491.0	3.0	492.0	229.0	223.0	5.0	4.0	230.0	223.0	487.0	491.0	
Time-13	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-61.0	C-1.0	C-66.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-66.0	C-240.0	C-240.0	C-1.0	C-240.0	C-77.0	C-77.0	C-1.0	C-3.0	C-77.0	C-77.0	C-240.0	C-240.0	
Time-14	2.0	2.0	2.0	4.0	1.0	2.0	1.0	2.0	1.0	36.0	2.0	1.0	104.0	1.0	7.0	19.0	2.0	655.0	567.0	23.0	633.0	337.0	353.0	89.0	1.0	320.0	353.0	552.0	655.0	
Time-15	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	11.0	13.0	1.0	2.0	3.0	2.0	38.0	37.0	11.0	37.0	4.0	4.0	11.0	11.0	4.0	4.0	36.0	37.0	
